user_id,early_avg_recall,early_avg_delta,early_std_delta,early_avg_difficulty
u:iPe1,0.953968254,0,0,0.870068027
u:iPeA,0.809464286,13.5,60.37383539,0.916269841
u:iPeL,1,0,0,0.751020408
u:iPen,0.876666667,0,0,0.721428571
u:iPf3,0.875108225,208.1428571,778.7992589,0.941865079
u:iPfA,0.875,8.1,36.22430124,0.889444444
u:iPfB,1,24.8,110.9089717,0.9525
u:iPfc,1,0,0,1
u:iPfj,0.704512363,109,410.0145055,0.67226268
u:iPfl,0.875,0,0,0.808333333
u:iPfu,1,48.46666667,187.7105928,0.912592593
u:iPfw,0.783333333,16.7,62.39188544,0.669642857
u:iPg3,0.975,8.95,40.0256168,0.88375
u:iPgH,0.969166667,134.8,505.8663855,0.866607143
u:iPgO,0.985714286,127.1,568.4084799,0.863386385
u:iPgQ,0.9375,0,0,0.833333333
u:iPgo,0.769230769,14.76923077,53.25121884,0.872435897
u:iPh3,0.674242424,28.54545455,94.6745622,0.830808081
u:iPh5,0.95,0,0,0.891666667
u:iPh8,0.8,11.05,49.4171023,0.880833333
u:iPhH,0.98125,21.85714286,81.78194003,0.937826797
u:iPhK,1,0,0,0.806277056
u:iPhS,0.766666667,0,0,0.704761905
u:iPha,1,0,0,0.928571429
u:iPhp,1,0,0,0.959090909
u:iPi-,1,0,0,0.88015873
u:iPi1,1,740,1046.518036,0.5
u:iPiQ,1,0,0,0.8925
u:iPiu,0.8275,12.85,57.46694702,0.818653291
u:iPjB,0.727777778,0,0,0.814814815
u:iPjD,1,0,0,0.836734694
u:iPjh,0.845357143,201.3,619.7242256,0.816904762
u:iPjk,0.9375,0,0,1
u:iPjm,0.928571429,0,0,0.964285714
u:iPjs,1,138.4285714,517.9522868,0.883281005
u:iPkD,1,0,0,0.965986395
u:iPkG,0.952380952,0,0,0.888888889
u:iPkI,0.958333333,0,0,0.783333333
u:iPkJ,0.966666667,215.0714286,804.7235994,0.744303316
u:iPkK,0.865,0,0,0.821428571
u:iPkZ,0.8,4.35,19.4537914,0.844166667
u:iPku,0.75,0,0,0.905555556
u:iPlq,0.862962963,0,0,0.87962963
u:iPls,0.96323718,39.8,141.2920082,0.909166667
u:iPlw,0.666666667,0,0,0.666666667
u:iPmb,0.764761905,0,0,0.69
u:iPmz,0.776666667,0,0,0.716428571
u:iPnL,1,0,0,0.971428571
u:iPn_,1,0,0,0.959761905
u:iPnv,0.984126984,0,0,1
u:iPny,0.959090909,0,0,0.886363636
u:iPo3,0.891924603,14.35,44.57433177,0.77392094
u:iPoF,0.9,0,0,0.769047619
u:iPoK,0.93015873,0,0,0.816666667
u:iPoT,1,0,0,1
u:iPoU,0.952380952,0,0,0.883333333
u:iPoe,0.902380952,0,0,0.697619048
u:iPp2,1,0,0,0.866666667
u:iPpA,0.95959596,5,16.58312395,0.826794258
u:iPpB,0.873015873,0,0,1
u:iPpn,0.904761905,62.57142857,234.1208479,0.908333333
u:iPpr,0.929478458,0,0,0.723015873
u:iPq4,0.956481481,150.7222222,639.4602325,0.844444444
u:iPqv,0.920833333,0,0,0.86702381
u:iPrB,0.85,107.7857143,403.297214,0.89047619
u:iPs3,0.895833333,0,0,0.905833333
u:iPs5,0.916666667,0,0,0.851587302
u:iPsH,0.333333333,0,0,0.744444444
u:iPsK,1,95.33333333,316.0349041,1
u:iPt1,0.981818182,0,0,1
u:iPt6,0.966964286,35.5,132.8288372,0.981575964
u:iPt8,1,0,0,0.915555556
u:iPtG,0.88,162.1,535.4464836,0.958333333
u:iPtl,0.857142857,0,0,1
u:iPu4,0.933333333,0,0,1
u:iPuI,0.883333333,39.5,176.6493702,0.788141026
u:iPuV,0.865,270.7,1170.752754,0.907034979
u:iPvC,1,0,0,0.904761905
u:iPvM,1,0,0,1
u:iPvW,0.809253247,0,0,0.828231293
u:iPvi,1,0,0,0.786394558
u:iPvy,0.9375,0,0,0.666666667
u:iPw4,0.866071429,0,0,1
u:iPwO,0.940416667,10.85,48.52267511,0.871403319
u:iPwm,0.930272109,0,0,0.976190476
u:iPwz,0.816666667,0,0,1
u:iPxI,0.78577381,13.35,41.09843767,0.796718975
u:iPxb,0.666666667,153.0833333,530.2962223,0.902777778
u:iPxd,0.868333333,0,0,0.716666667
u:iPy-,0.675,0,0,0.846666667
u:iPyD,0.904761905,0,0,1
u:iPyE,0.926011905,65.6,201.9878579,0.72239011
u:iPyz,0.733333333,165.2,639.8168488,0.945925926
u:iPz9,0.881230159,29.95,92.18429767,0.846880744
u:iPzE,0.882352941,0,0,0.887441643
u:iPzW,0.934047619,18.1,55.71156924,0.945113636
u:iPzz,0.791666667,0,0,1
u:iVk,1,0,0,0.967681624
u:iWj,0.691666667,6.85,30.63413129,0.616915344
u:iX_,1,0,0,0.97375
u:iXy,0.858333333,0,0,0.775461157
u:ia-h,0.883333333,0,0,0.931666667
u:ia0T,0.9625,39.95,135.9188903,0.903472062
u:ia1J,0.875,0,0,0.920537947
u:ia1X,0.841666667,151.85,679.0938448,0.921666667
u:ia1Z,0.933333333,40.75,126.8056428,0.898968254
u:ia1l,0.870238095,34.42857143,128.8199186,0.969047619
u:ia3O,0.938333333,15.4,68.87089371,0.924160284
u:ia3T,0.95,287.5,920.4703317,0.901064173
u:ia4m,0.7625,0,0,0.8975
u:ia5O,0.85,0,0,0.905901235
u:ia5p,0.83040293,0,0,0.702380952
u:ia6P,0.923809524,0,0,0.982142857
u:ia6z,0.95,8.55,38.23676242,0.929351111
u:ia74,1,0,,1
u:ia7K,0.925,3.6,16.09968944,0.873968254
u:ia7e,1,0,0,0.887037037
u:ia7g,0.928571429,0,0,0.871428571
u:ia9i,0.882352941,9.764705882,29.28849905,0.939523234
u:ia9j,0.75,4.35,19.4537914,0.9303287
u:iaAE,0.933333333,0,0,0.928606119
u:iaAk,0.691666667,973.1,4351.835498,0.762452098
u:iaB-,0.84375,0,0,0.906347403
u:iaBH,1,0,0,0.983333333
u:iaB_,0.908333333,38.35,118.5683347,0.831666667
u:iaBr,0.75,0,,1
u:iaC_,1,0,,1
u:iaCn,1,0,0,0.993684211
u:iaDO,1,0,,0.5
u:iaEW,1,62.07692308,223.8215292,0.86517352
u:iaE_,0.866666667,35.9,160.5496808,0.943571429
u:iaFH,0.941666667,0,0,1
u:iaF_,0.674166667,0,0,0.728302749
u:iaGC,1,0,,0.777777778
u:iaGX,0.933333333,14.1,63.05711697,0.891902174
u:iaGm,0.95,0,0,0.934679792
u:iaH5,0.959134615,0,0,0.853834034
u:iaH6,0.916666667,0,0,0.833333333
u:iaH9,0.95,0,0,0.985601553
u:iaHF,0.875,0,0,0.87202381
u:iaHc,0.625,379.625,1036.282082,0.502083333
u:iaI0,1,0,0,0.85
u:iaJ2,0.927380952,218.7142857,818.3539227,0.882635159
u:iaJ8,0.794736842,16.15789474,70.4306303,0.822707027
u:iaJD,0.95,0,0,0.788356227
u:iaJE,1,0,0,0.907184628
u:iaKb,1,18.45,59.87572656,0.953333333
u:iaKk,0.93452381,0,0,0.84047619
u:iaKx,0.95,0,0,0.868333333
u:iaLF,0.9875,48.7,175.4432282,0.958333333
u:iaLU,0.898333333,39.6,135.7204557,0.912914863
u:iaLh,1,0,0,0.929192641
u:iaMO,0.928571429,0,0,1
u:iaN3,0.857142857,0,0,0.808928571
u:iaNJ,0.9,0,0,0.95030303
u:iaOD,0.666666667,0,,0.666666667
u:iaOY,1,0,0,0.918556395
u:iaPO,0.897916667,2739.45,12065.44024,0.918668052
u:iaPi,0.99,265.25,818.1019673,0.941666667
u:iaQv,0.75,0,,1
u:iaRI,1,0,0,0.913018793
u:iaTV,0.975,26.05,80.71162116,0.932933357
u:iaTc,0.95327381,2943.2,11477.43926,0.857401487
u:iaTf,0.922619048,38,90.53778719,0.880519481
u:iaTq,0.325,3.25,14.53444185,0.794525058
u:iaU-,0.95,0,0,0.97221834
u:iaUf,0.932857143,32.55,104.2201491,0.991666667
u:iaV1,0.8125,2002.75,8956.570284,0.861932504
u:iaVJ,0.678571429,5.642857143,21.11363811,0.946428571
u:iaVe,0.908333333,0,0,0.960104715
u:iaVr,0.9,0,0,0.941666667
u:iaWQ,0.898333333,77.4,276.9891505,0.864654311
u:iaWu,0.804761905,0,0,0.757632172
u:iaXV,0.915,133.05,494.3543876,0.954242424
u:iaY0,0.9,0,0,0.928180153
u:iaY6,0.875,0,0,0.826039868
u:ia_3,1,30.28571429,113.3187666,0.872515967
u:ia_f,0.791666667,0,0,0.830831913
u:ia_v,0.906547619,58.35,207.5281275,0.994444444
u:iabG,0.964285714,0,0,0.971428571
u:iacw,0.9,20.55,91.90239388,0.948333333
u:iad3,0.928571429,62.42857143,165.1704747,0.928571429
u:iadX,0.916666667,0,0,0.892045455
u:iadd,0.9,7,31.30495168,0.931862745
u:iaeG,0.75,0,0,0.85657404
u:iafc,0.825,77.05,344.5780753,0.903102221
u:iaiR,0.8,0,0,0.821535363
u:iaj6,0.888333333,31.05,95.92731623,0.895161555
u:iajJ,0.833333333,0,,1
u:iajV,1,15.85,70.88335489,0.937047448
u:iakb,1,0,0,1
u:iakg,0.858333333,0,0,0.932252634
u:ialG,0.885833333,31.1,97.03493674,0.946059733
u:ialm,0.856666667,326.6,1278.539685,0.8051443
u:iam9,0.85,0,0,0.907264957
u:iamb,0.9,0,0,0.95
u:iamk,0.983333333,31,95.54001642,0.879166667
u:ianm,1,0,0,1
u:iaoE,0.8125,0,0,1
u:iaoZ,0.925,0,0,0.88245658
u:iaq9,1,0,,0.666666667
u:iaqd,0.916666667,21.4,66.89536212,0.967593985
u:iarE,0.95,0,0,0.894444444
u:iarc,0.875,0,0,0.925892857
u:ias9,0.683333333,19.75,88.32468511,0.825449134
u:iau-,0.875,18.15,81.16926758,0.860833333
u:iauV,0.9375,0,0,0.895833333
u:iawV,0.865,0,0,0.928131313
u:iawj,0.95,0,0,0.909444444
u:iaxE,0.85,0,0,0.886765873
u:iaxJ,0.6,4.55,20.3482186,0.878333333
u:iaxy,0.9,0,0,0.804047619
u:iayQ,0.894736842,0,0,0.953370268
u:iazF,0.85,0,0,0.990251068
u:iazH,0.96,0,0,0.96
u:iazm,0.85,0,0,0.895119048
u:iazo,0.85,0,0,0.909214493
u:iazz,0.678571429,0,0,0.840702948
u:ib-_,1,0,0,0.95
u:ib0x,0.952380952,0,0,1
u:ib0z,1,0,0,0.878378924
u:ib26,0.9875,399.9,1678.631175,0.920555556
u:ib2D,0.775,0,0,0.903857854
u:ib3X,0.914285714,0,0,1
u:ib6O,0.883333333,0,0,0.966987179
u:ib6Z,0.759259259,34.77777778,104.3333333,0.835185185
u:ib6f,0.9,0,0,0.948557692
u:ib73,0.6875,0,0,0.868237042
u:ib7o,1,5.4,24.14953416,0.982176922
u:ib9S,0.952380952,1583.357143,5924.379949,0.937246682
u:ib9W,0.902083333,78.8,267.3965319,0.862184085
u:ib9o,0.783333333,0,0,0.884821429
u:ib9r,0.958333333,132.4,328.0363266,0.86593254
u:ib9s,0.90625,0,0,0.936607143
u:ib9w,0.819444444,20.5,86.97413409,0.823544974
u:ibAK,0.6,0,0,0.766666667
u:ibAi,0.816666667,0,0,0.916750731
u:ibAk,0.965833333,120.75,349.4592627,0.8825
u:ibAm,0.924242424,40.81818182,135.3785937,0.821717172
u:ibAp,1,0,0,0.963718821
u:ibB-,0.408333333,5.7,25.49117494,0.617393059
u:ibBs,1,0,0,0.819220779
u:ibCk,0.880952381,0,0,0.916666667
u:ibCq,0.921875,78.625,314.5,0.848958333
u:ibDe,1,0,0,0.959693403
u:ibEl,0.965,31.2,96.07595679,0.9875
u:ibFQ,0.916666667,0,0,0.854166667
u:ibFo,0.95,10.9,29.05693141,0.886260621
u:ibG7,0.958333333,0,0,0.861111111
u:ibGE,0.6,0,0,0.787857143
u:ibIm,0.9375,44.6875,92.5315937,0.826934524
u:ibJG,0.95,84.8,261.4362356,0.972954545
u:ibKR,1,0,0,0.927188956
u:ibKV,0.833333333,0,0,0.894760536
u:ibK_,1,0,0,0.959684107
u:ibMq,1,17.1,76.47352483,0.920833333
u:ibMy,0.9875,48.15,169.6523613,0.915567488
u:ibNW,0.947089947,0,0,0.939672944
u:ibNo,0.808333333,0,0,0.940334452
u:ibOn,0.9,0,0,0.875714286
u:ibPP,0.883333333,14.85,41.13299994,0.927380952
u:ibPo,1,0,,1
u:ibPw,1,1632.8,6960.025004,0.974903846
u:ibPx,0.875,0,0,0.946326701
u:ibR5,1,0,0,0.958375914
u:ibS9,0.8875,0,0,0.95
u:ibSk,0.981818182,0,0,0.954545455
u:ibTS,0.975,132.45,478.5533546,0.826156463
u:ibU0,1,0,0,0.985493421
u:ibUL,0.9,0,0,0.927261905
u:ibUc,1,0,0,0.947083333
u:ibUs,0.8,0,0,0.99
u:ibVC,0.983333333,0,0,0.93497549
u:ibVh,0.867687075,0,0,0.871428571
u:ibVw,0.792857143,0,0,0.70952381
u:ibWR,0.9,0,0,0.84452381
u:ibX6,0.9,0,0,0.906495405
u:ibX9,1,58.35,223.7849708,0.933333333
u:ibYi,0.939393939,53.36363636,176.9871593,0.829437229
u:ibYw,1,0,0,0.916666667
u:ibYy,0.9625,21.7,67.10565119,1
u:ib_3,0.9,3.75,16.77050983,0.866795372
u:ib_K,0.363636364,0,0,0.919588745
u:iba4,0.825,0,0,0.860164835
u:ibaF,0.1,2.7,12.07476708,0.671904762
u:ibat,0.869047619,0,0,0.797619048
u:ibbJ,0.875,0,0,0.828888889
u:ibbx,0.95,0,0,0.924547558
u:ibcK,0.95,7.6,33.98823326,0.892128005
u:ibcT,0.95,0,0,0.92615942
u:ibcU,0.975,58.9,187.2948421,0.937341816
u:ibcs,0.9,8.75,26.95586061,0.973333333
u:ibct,0.860909091,65.3,201.6691141,0.859043125
u:ibfM,0.791666667,0,0,0.745833333
u:ibg5,0.9,26.3,82.49599671,0.906666667
u:ibg_,0.9,48.95,169.6713464,0.939583333
u:ibgl,1,0,,1
u:ibhA,0.95,0,0,0.911003536
u:ibi4,0.875,0,0,0.846921282
u:ibiz,0.925,60.65,187.0120387,0.941229448
u:ibjK,0.95,5,22.36067977,0.908290124
u:ibjQ,0.85,12.4,55.45448584,0.956570513
u:ibly,0.925,6.05,27.05642253,0.9125
u:ibmH,1,0,0,0.928571429
u:ibmV,0.85,0,0,0.869166667
u:ibmr,0.95,369.65,1619.088479,0.954613095
u:ibnI,0.825,0,0,0.895561594
u:ibnQ,1,0,0,0.973333333
u:ibnS,0.758333333,70.65,315.9564052,0.819466811
u:ibnn,0.95,0,0,0.860833333
u:ibpT,1,0,0,0.946875
u:ibpe,0.958333333,23.92857143,89.53251604,0.928571429
u:ibph,0.466666667,6.533333333,25.3034912,1
u:ibqw,0.9,0,0,0.840178571
u:ibrb,0.75,0,,0.933333333
u:ibrz,0.875,8827,12483.26312,0.685714286
u:ibsG,0.808333333,488.85,2186.203662,0.921051587
u:ibsV,0.6,4,17.88854382,0.813770357
u:ibsp,0.74,27.4,84.36599465,0.8457111
u:ibt4,1,118.4,529.5008971,0.966102285
u:ibv6,0.928571429,0,0,0.857142857
u:ibvd,0.954166667,21.15,94.58567545,0.763342491
u:ibvm,1,0,0,0.976190476
u:ibwD,1,0,0,0.717436975
u:ibwm,0.858333333,0,0,0.923081028
u:ibwn,1,27.75,44.88782314,0.9375
u:ibx8,0.975,11.75,52.54759747,0.939695513
u:ibxm,0.956666667,0,0,0.941633831
u:iby0,0.816666667,0,0,0.893590751
u:ibyQ,0.883333333,0,0,0.915621735
u:ibyv,0.875,44.35,170.6221665,0.983333333
u:ibzE,0.881164021,31.46666667,121.869876,0.938181776
u:ic-1,1,0,0,1
u:ic-5,0.7625,0,0,0.855134842
u:ic-j,0.95,0,0,0.988888889
u:ic-k,1,0,,1
u:ic0F,0.9,0,0,0.880952381
u:ic1g,0.95,0,0,0.863943381
u:ic1z,0.865,120.25,370.8277902,0.933409091
u:ic2Q,0.85,0,0,0.94
u:ic2f,0.9,0,0,0.839794038
u:ic4K,0.9,0,0,0.873786959
u:ic4e,0.85,0,0,0.888141026
u:ic5M,0.95,0,0,0.904306723
u:ic6l,0.885,21.25,66.15044655,0.851666667
u:ic7P,0.94047619,0,0,0.664285714
u:ic8C,0.958333333,70.35,239.3700669,0.88375
u:ic9l,0.927083333,19.35,86.53583073,0.895893075
u:icBv,0.954166667,16.25,72.67220927,0.886001653
u:icCj,0.840909091,0,0,0.881954877
u:icE8,0.9775,164.75,712.7360828,0.885459172
u:icEe,1,0,0,0.8739524
u:icEi,0.95,12.5,55.90169944,0.913333333
u:icFe,1,0,0,0.915541115
u:icG8,0.972222222,0,0,0.923737374
u:icGP,0.875,0,0,0.88555038
u:icGd,0.920011567,45.57894737,198.6740255,0.96587544
u:icHd,0.878571429,0,0,0.869047619
u:icHe,1,0,0,1
u:icIS,1,0,0,0.970560596
u:icIp,0.55,6.2,27.72724292,0.918923961
u:icK9,1,0,0,0.943091168
u:icKM,0.875,0,0,0.900714286
u:icKk,0.933333333,408.2,1825.525897,0.863891941
u:icKl,0.9375,10.3,46.06300034,0.866117216
u:icKv,0.924206349,26.64285714,99.68844323,0.973922902
u:icLh,1,28.65,90.34103515,0.936890305
u:icLu,0.9775,11.2,50.0879227,0.873928571
u:icLx,0.916666667,485.3333333,1456,0.833333333
u:icMR,1,0,,1
u:icNx,0.825,6.7,29.9633109,0.886749778
u:icP9,1,0,0,0.996609195
u:icPs,1,0,0,0.928571429
u:icQN,0.9275,15.1,67.52925292,0.987083333
u:icQq,0.95,0,0,0.91452381
u:icRH,0.875,176.85,790.8972436,0.913690476
u:icRb,1,0,0,0.965
u:icSN,1,20.2,62.29606729,0.893214286
u:icT-,0.857142857,0,0,0.892857143
u:icT3,1,46.95,174.6857253,0.910955433
u:icTN,0.958333333,12.15,54.33645185,0.915788982
u:icUH,1,179.4,802.3011903,0.830714286
u:icUW,0.775,0,0,0.98072479
u:icUv,0.898333333,99.1,443.1886731,0.933531746
u:icUw,0.858333333,9.55,42.70889837,0.933065476
u:icV5,0.9,0,0,0.908714403
u:icVT,0.958333333,0,0,0.914736842
u:icW9,0.887037037,82.27777778,246.8302121,0.870833333
u:icWL,0.975,0,0,0.838333333
u:icWO,0.9,0,0,0.809166667
u:icWw,0.845833333,0,0,0.819166667
u:icX8,1,0,0,0.727083333
u:icXb,0.735294118,0,0,0.944001295
u:icZS,0.942857143,107.5714286,284.6072482,0.84562515
u:ic_K,0.85,10.25,45.83939354,0.9375
u:ic_L,1,0,0,0.951444036
u:icbJ,1,0,0,0.881820728
u:icbm,0.958333333,0,0,0.941706187
u:icbo,0.810714286,27.2,121.642098,0.834578942
u:icc1,0.958333333,0,0,0.964285714
u:iccM,0.925,0,0,0.913775905
u:icd0,1,0,0,0.982142857
u:icdM,0.98,13.4,42.37452065,1
u:icdX,0.958333333,17.1875,68.75,0.792708333
u:icdq,0.964285714,0,0,0.943452381
u:iceq,0.951020408,171.2857143,226.4734821,0.923469388
u:ices,1,0,0,0.915624774
u:icev,1,0,0,0.892857143
u:icf2,1,36.55,121.8763286,0.905357143
u:icfk,0.783333333,0,0,0.898466446
u:icgL,0.975,7.75,34.65905365,0.86702381
u:icgY,0.875,0,0,0.925657193
u:icgk,0.941666667,306.25,945.0884601,0.867462936
u:ichS,0.95,0,0,0.9375
u:ichc,1,0,0,0.94557951
u:ichk,0.673717949,0,0,0.895138889
u:ichl,0.9,0,0,0.880277778
u:ichr,0.967261905,0,0,1
u:iciG,0.883333333,0,0,0.839742063
u:icj3,0.892857143,0,0,0.871428571
u:icj6,0.833333333,0,0,0.80665653
u:icja,0.867857143,41.55,127.9179322,0.899285714
u:icjq,0.935833333,1246.45,5417.923184,0.890921909
u:ick1,0.95,0,0,0.971944444
u:ick4,1,0,0,0.986195286
u:icm9,0.875,0,0,0.832009804
u:icmC,1,0,0,0.904423831
u:icmM,0.9,0,0,0.910552647
u:icmo,0.9,36.05,161.2205012,0.834163059
u:icn2,0.8,16.2,41.12701763,0.71153112
u:icoV,0.45,4.05,18.11215062,0.787427827
u:icon,0.958333333,0,0,0.713412698
u:icp-,0.9375,6.5,29.06888371,1
u:icpZ,0.758333333,0,0,0.907982828
u:icqa,0.971428571,0,0,0.685714286
u:icrm,0.881111111,512.9,2079.935548,0.933333333
u:icsO,1,0,0,0.898809524
u:icsz,0.983333333,0,0,0.949806772
u:icu-,0.852564103,18.15384615,65.45462315,0.91025641
u:icuS,1,0,,0.75
u:icun,0.783333333,0,0,0.890054113
u:icvG,0.888095238,0,0,0.702380952
u:icvo,0.808333333,0,0,0.83613824
u:icw5,0.8275,49.95,123.337993,0.878015873
u:icxF,0.888888889,0,0,0.93765528
u:icx_,0.8,0,,1
u:icxh,0.958333333,0,0,0.812003968
u:icxw,1,0,0,0.909082694
u:icy3,0.95125,123.5,410.2469731,0.903396348
u:icyU,0.95,0,0,0.981666667
u:icyY,0.75,0,0,0.837823251
u:icyo,0.790873016,0,0,0.745238095
u:icz9,0.958333333,9.45,42.26168477,0.930881618
u:id-M,1,0,0,0.908007633
u:id-d,0.931597222,0,0,0.999188312
u:id02,0.983333333,0,0,0.979345632
u:id0Q,0.844444444,0,0,0.928925926
u:id0n,0.975,0,0,0.886041667
u:id13,0.583333333,6078,8595.590032,0.729166667
u:id1I,0.9,8.75,39.13118961,0.811279762
u:id2j,0.9,0,0,0.944094298
u:id2m,0.942857143,0,0,0.831746032
u:id2y,0.9375,0,0,0.933333333
u:id42,1,0,0,0.940009921
u:id4E,0.95,77.75,253.4731118,0.908333333
u:id5u,0.8,48.3,154.9713386,0.975
u:id6O,1,301.3636364,999.5101073,0.891287879
u:id6T,1,0,0,0.928571429
u:id6e,1,0,0,0.875
u:id6n,0.555555556,5.777777778,17.33333333,0.818209877
u:id7Q,1,0,0,0.844464286
u:id7j,0.95,0,0,0.900833333
u:id9w,1,0,0,0.975338517
u:idAX,0.9,0,0,0.877815819
u:idAb,0.966666667,15.65,48.16995679,0.877857143
u:idB4,0.7875,0,0,0.822916667
u:idB_,0.857142857,0,0,0.833333333
u:idBn,0.925,17.4,77.81516562,0.902181857
u:idCO,1,0,0,0.8
u:idCQ,0.8,2.75,12.29837388,0.939947509
u:idCw,0.975,14.6,65.29318494,0.991666667
u:idDu,0.922954546,28.25,69.45871549,0.937321429
u:idFR,0.95,760.1,3399.270539,0.956737469
u:idFv,0.945833333,9.05,40.47283039,0.797532051
u:idGq,1,188.3333333,326.2029021,1
u:idGz,0.7625,14.35,49.88964137,0.769386169
u:idHZ,1,0,0,0.948961726
u:idHz,0.900075758,36.7,164.1273895,0.88387797
u:idIA,0.807692308,0,0,0.898834499
u:idIM,0.847222222,4526.333333,8678.929811,0.833333333
u:idIT,0.961403509,52.73684211,182.4694319,0.877711324
u:idIg,1,0,0,0.963333333
u:idJ9,0.92202381,26.35,81.34997493,0.871014687
u:idJd,0.85,0,0,0.907668706
u:idK1,0.816666667,0,0,0.88
u:idKC,0.890350877,0,0,0.842003974
u:idKr,0.828571429,18.5,69.22066166,0.843931912
u:idME,0.906666667,0,0,0.915933337
u:idNI,0.933333333,48.4,151.9329492,0.854166667
u:idNQ,0.789473684,0,0,0.854358726
u:idNU,0.9375,0,0,0.909597706
u:idNq,0.925,31.55,42.32142048,0.918021156
u:idOU,1,0,0,0.902614379
u:idPt,1,6.25,27.95084972,0.982201087
u:idPy,1,487.8,1542.559043,0.905555556
u:idQ-,0.9,0,0,0.980808081
u:idQF,1,0,,0.75
u:idQW,0.841666667,0,0,0.800059524
u:idQr,0.975,0,0,0.924145022
u:idR6,0.984126984,0,0,0.879241394
u:idRE,1,0,0,0.950100733
u:idRX,0.925,779.55,3486.253584,0.887539683
u:idRl,0.917460317,0,0,0.70952381
u:idSU,0.95,49.35,220.6999094,0.918688218
u:idSW,0.816666667,0,0,0.75
u:idT3,0.9,0,0,0.913675214
u:idT7,1,0,0,0.917600455
u:idTL,0.7,77,256.8298638,0.800786785
u:idU6,0.928571429,0,0,0.895238095
u:idUm,0.892857143,0,0,0.880952381
u:idV-,0.91,307.6,687.8145099,0.833333333
u:idVW,0.534090909,6.727272727,22.3118395,0.773078184
u:idVp,0.875,0,0,1
u:idVt,0.875,0,0,0.933661298
u:idWk,0.935714286,155.55,614.3378528,0.826666667
u:idXc,1,8,35.77708764,0.955845622
u:idY2,1,0,0,0.9375
u:idY6,1,0,,0.5
u:idYO,0.777777778,0,0,0.962962963
u:idYS,0.9,14.55,30.6516506,1
u:idYf,0.95,0,0,0.866190476
u:idYi,0.9,0,0,0.822222222
u:idYp,0.957142857,168.6666667,653.2431911,0.980555556
u:idYt,0.941666667,770.8,3409.88252,0.940519147
u:idZd,0.862037037,12.94444444,54.91862667,0.871523556
u:id_r,0.95,0,0,0.951001082
u:idaz,0.908333333,24.7,110.4617581,0.922557905
u:idc6,0.95,0,0,0.862026152
u:idc9,0.75,0,,1
u:idcl,0.865,0,0,0.886973454
u:idcm,0.952380952,25,93.54143467,0.935714286
u:iddE,0.900396825,97.78571429,365.8806402,0.813186417
u:iddT,0.9,0,0,0.916677913
u:idda,0.820833333,16,55.22108674,0.883333333
u:iddb,0.821428571,0,0,0.935714286
u:iddi,0.948717949,13.69230769,49.36831746,0.86765286
u:iddz,0.868421053,0,0,0.883552632
u:ideW,0.916666667,86.22222222,251.6011212,0.962962963
u:ideb,0.95,0,0,0.875
u:idf6,0.866666667,0,0,0.882488056
u:idft,0.825,0,0,0.886666667
u:idg6,0.95,0,0,0.945634921
u:idgK,1,0,0,1
u:idgc,1,82.93333333,321.1994188,0.911493082
u:idhT,0.9,25.15,91.3508419,0.924674776
u:idl2,0.9625,200,495.569104,0.961547619
u:idlv,0.975,45.25,146.3459762,0.908170996
u:idmA,0.908333333,0,0,0.831127345
u:idmM,0.722222222,2.944444444,12.4922198,0.848124098
u:idmU,0.970833333,54.6,170.5731515,0.925533911
u:idmn,0.95,0,0,0.8125
u:idmy,0.866666667,6.1,27.28002933,0.9557493
u:idn8,0.816666667,0,0,0.792480159
u:idny,1,0,0,0.971428571
u:idoN,0.976190476,38.5,144.0538094,0.869047619
u:idoP,0.85,0,0,0.895833333
u:idod,0.94,14.45,45.01984942,0.895553752
u:idos,1,0,0,0.983333333
u:idpS,0.982142857,0,0,0.908163265
u:idq2,1,0,0,1
u:idql,1,0,,1
u:idsO,0.866883117,0,0,0.732653061
u:idsV,0.85,0,0,0.95311225
u:idt2,0.919047619,0,0,0.902237944
u:idtV,0.891666667,0,0,0.967676768
u:idt_,0.9,5486.2,11971.23441,0.840277778
u:idu-,0.833333333,2687.5,3800.698949,0.833333333
u:iduZ,1,0,0,0.928546019
u:idvE,0.896666667,0,0,0.858333333
u:idwI,0.983333333,20.6,92.12600067,0.89969845
u:idxC,0.736842105,18.63157895,81.21316979,0.885835802
u:idye,1,18.45,57.13923438,0.908075397
u:idyk,0.877192982,0,0,0.942982456
u:ie-U,0.882098765,0,0,0.835370708
u:ie-W,0.791666667,0,0,0.886843719
u:ie-f,0.95,0,0,0.971875
u:ie00,1,56.625,226.5,0.857529685
u:ie0C,0.908333333,11.5,51.42956348,0.873333333
u:ie0L,0.838333333,9.65,43.15611197,0.733833333
u:ie18,0.811564626,0,0,0.745238095
u:ie1Z,0.9875,0,0,0.944968983
u:ie2K,0.93,43.3,133.3413112,0.906358364
u:ie3Z,0.944444444,0,0,0.833333333
u:ie3p,0.952564103,51.23076923,184.7151653,0.897435897
u:ie4Z,0.929166667,14.2,43.76564382,0.9
u:ie4m,0.966666667,1269.066667,3285.957905,0.908546671
u:ie6M,0.8,15.05,55.73005898,0.959393235
u:ie7v,0.898333333,2806.6,12486.45094,0.89281746
u:ie81,0.9,0,0,0.9
u:ie8a,0.813079777,0,0,0.916666667
u:ie8f,0.675925926,0,0,0.74445403
